rowid,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,yearly_income
27520,38,Private,60355,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27521,23,Private,175183,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27522,35,Private,191502,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27523,42,Private,235700,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
27524,20,Private,258490,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
27525,45,Private,234652,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
27526,40,Private,191544,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
27527,72,?,177121,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States,<=50K
27528,25,Private,34803,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
27529,35,Private,434114,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
27532,34,Private,207301,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K
27533,40,Private,206049,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27534,46,Private,106092,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27535,34,Local-gov,172664,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27536,61,Private,119986,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
27537,42,Private,183384,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27539,63,Private,206052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27540,29,Private,232666,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27541,57,Private,32365,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
27542,51,Private,337195,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,50,United-States,>50K
27544,37,Self-emp-inc,395831,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K
27546,42,Local-gov,271521,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,>50K
27547,21,?,212888,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,56,United-States,<=50K
27548,33,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27549,64,State-gov,222966,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
27551,40,Private,63503,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27552,40,Private,145439,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male,4064,0,40,Mexico,<=50K
27553,18,Private,104704,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
27555,29,Private,146343,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
27556,30,Private,30226,11th,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27557,42,Local-gov,125155,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,90,United-States,<=50K
27558,65,Self-emp-inc,178771,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27559,54,State-gov,166774,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
27560,34,Private,113198,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,28,United-States,<=50K
27561,31,Self-emp-not-inc,156890,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27562,48,Private,182541,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
27563,29,Private,353352,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
27564,26,Private,270276,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27566,43,Private,240504,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27567,58,Private,285885,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
27568,42,Private,118494,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
27569,17,Private,73338,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
27570,50,Private,234657,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27571,66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K
27572,33,Private,190772,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K
27573,41,State-gov,365986,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
27574,24,Private,585203,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
27575,44,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27577,49,Private,116789,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
27578,41,Federal-gov,133060,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27579,63,?,424591,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
27580,71,Private,55965,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,10,United-States,<=50K
27581,52,Private,373367,11th,7,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27582,32,Private,132601,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27583,22,Private,410439,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
27584,57,Private,112840,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
27585,52,Private,114228,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
27586,41,Private,203761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27587,33,Self-emp-inc,144949,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
27588,35,Private,194809,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
27590,52,Private,386397,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27592,53,Private,123429,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
27593,58,Private,192806,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,33,United-States,<=50K
27594,45,Self-emp-inc,170871,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
27596,26,Private,459548,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,Mexico,<=50K
27599,45,Private,387074,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27600,65,Private,101104,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,10,United-States,>50K
27602,43,Private,186144,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27604,23,Private,184255,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
27605,45,Private,238567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England,>50K
27606,18,Private,151866,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
27610,39,Private,139906,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,81,United-States,<=50K
27611,20,Private,140001,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
27612,39,Local-gov,170382,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,England,>50K
27614,38,Private,296999,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K
27615,41,?,254630,Assoc-voc,11,Divorced,?,Not-in-family,White,Male,0,0,80,United-States,<=50K
27616,55,Private,368797,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
27617,36,Local-gov,171482,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,>50K
27618,19,Private,279968,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
27620,37,Local-gov,51158,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,7298,0,36,United-States,>50K
27621,31,Local-gov,199368,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
27622,35,Private,142616,HS-grad,9,Separated,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
27623,30,Self-emp-not-inc,20098,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
27624,18,Private,181712,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
27625,17,Private,41979,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
27626,52,Private,167651,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27627,32,Private,113364,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
27629,54,Private,53833,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
27635,18,Private,201901,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
27636,30,Local-gov,257796,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27637,27,Private,336951,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K
27638,49,State-gov,126754,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
27639,63,Local-gov,86590,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,<=50K
27640,38,Private,239755,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27641,50,?,123044,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,>50K
27642,22,Private,103277,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
27643,32,Private,205152,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
27644,42,Private,325353,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,42,United-States,>50K
27645,47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
27646,36,Self-emp-not-inc,147258,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
27648,51,Private,182740,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
27649,50,Local-gov,259377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K
27650,60,Private,132529,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27651,45,State-gov,271962,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
27652,51,Self-emp-inc,183173,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
27653,43,Self-emp-not-inc,241895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
27654,50,Self-emp-inc,152810,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,Germany,<=50K
27656,45,Private,199590,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
27657,57,Self-emp-inc,412952,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27658,23,Private,193586,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
27659,18,Private,220836,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
27660,32,Private,71540,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27661,44,Self-emp-inc,133060,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K
27662,44,Private,84535,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
27663,51,Private,205100,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,>50K
27664,29,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
27665,35,Private,91839,Bachelors,13,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,7688,0,20,United-States,>50K
27666,38,Private,108140,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
27667,20,Private,105244,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
27668,34,Private,167474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
27669,40,Private,105794,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,>50K
27670,17,Private,245918,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
27671,21,?,205939,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
27674,26,Private,120268,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
27675,50,Private,144361,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
27676,22,Private,34747,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
27677,41,Private,233130,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27680,24,Private,165054,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27681,58,State-gov,223400,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
27682,21,State-gov,48121,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,1602,10,United-States,<=50K
27683,90,Private,313986,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27684,61,Private,270056,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
27685,26,Local-gov,211497,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27686,43,Private,63503,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27687,48,Private,233511,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
27688,29,Private,389713,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27689,39,State-gov,176949,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,<=50K
27690,46,Self-emp-not-inc,95256,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
27691,60,?,191118,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1848,40,United-States,>50K
27693,42,Private,245626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
27695,44,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
27696,63,Local-gov,379940,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27697,21,Private,133471,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
27698,18,?,36348,Some-college,10,Never-married,?,Own-child,White,Male,0,0,48,United-States,<=50K
27699,30,Local-gov,363032,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
27702,32,Private,42617,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
27703,41,Local-gov,89172,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
27704,35,Local-gov,102938,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
27705,43,Self-emp-not-inc,101534,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,15,United-States,>50K
27706,36,Private,224531,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
27707,39,State-gov,119421,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,625,35,United-States,<=50K
27708,34,Local-gov,303867,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
27709,31,Private,29662,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
27710,31,?,26553,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,25,United-States,>50K
27711,25,Federal-gov,207342,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27713,34,Private,226443,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
27714,46,Federal-gov,140664,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
27715,31,Private,312667,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27716,37,Private,143771,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
27717,44,Private,116632,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27718,51,Private,136224,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27720,77,Self-emp-not-inc,145329,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,401,0,20,United-States,<=50K
27721,51,State-gov,68898,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,United-States,>50K
27723,36,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K
27725,25,Private,111243,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K
27726,45,Private,170600,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
27727,31,Private,168387,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Canada,>50K
27729,18,?,165532,12th,8,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
27730,40,Private,197344,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
27732,37,Private,305259,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,<=50K
27733,25,Private,188488,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
27734,30,Local-gov,326104,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
27735,21,Private,118693,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27736,22,Private,122346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27737,22,Private,41763,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
27739,62,Private,197286,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,Germany,<=50K
27740,46,Private,360096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
27741,18,Private,130389,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,<=50K
27742,38,State-gov,107164,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
27743,32,Private,207937,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27744,29,?,427965,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,20,United-States,<=50K
27745,59,Private,114678,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
27747,32,Private,117963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
27748,36,Private,130620,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,>50K
27750,30,Private,119164,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,0,0,40,?,<=50K
27751,35,Private,174308,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
27754,35,Private,163392,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
27757,42,Private,115511,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
27760,29,Private,244566,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
27761,35,Private,70447,Some-college,10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,4650,0,20,United-States,<=50K
27762,29,Private,149211,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
27763,27,Private,97165,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
27764,19,?,129586,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
27765,90,Private,313986,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
27768,39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K
27769,38,?,181705,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50K
27771,35,?,61343,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
27773,33,Private,183845,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,El-Salvador,<=50K
27774,40,Local-gov,33274,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
27775,42,Self-emp-not-inc,336513,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,60,United-States,>50K
27776,49,Private,160187,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,16,Jamaica,<=50K
27777,23,Private,33105,Some-college,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27778,49,Private,139268,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
27780,21,State-gov,478457,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
27781,31,Private,257863,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
27782,46,Private,171807,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
27783,58,Federal-gov,200042,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
27784,61,Self-emp-not-inc,244087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
27785,45,Private,32896,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,35,United-States,<=50K
27786,19,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K
27787,30,Private,63861,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
27788,26,Self-emp-not-inc,37023,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,78,United-States,<=50K
27789,22,Private,137510,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
27790,75,?,128224,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
27791,27,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,United-States,<=50K
27792,21,Private,273403,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
27794,50,Self-emp-not-inc,30731,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
27797,30,?,104965,9th,5,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
27798,41,?,27187,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,2415,12,United-States,>50K
27799,38,Private,309230,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27800,37,Private,236359,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K
27801,30,Private,425528,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States,<=50K
27802,53,Private,144361,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
27803,34,Private,141058,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,62,Mexico,<=50K
27804,20,Private,137974,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
27806,19,Federal-gov,30559,HS-grad,9,Married-AF-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
27807,33,Federal-gov,88913,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
27808,35,Private,216473,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
27809,41,Local-gov,66118,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,United-States,<=50K
27811,45,State-gov,320818,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,40,Haiti,<=50K
27812,31,Private,129775,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
27813,55,Private,323706,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K
27814,47,Federal-gov,191858,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
27816,40,Federal-gov,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
